OTU ID,Blackberry root,Blackberry rhizosphere,Blueberry root,Blueberry rhizosphere
"D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Subgroup 13,__,__",0,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__Ktedonobacter",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__uncultured Rhodospirillaceae bacterium",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured Acidothermaceae bacterium,D_5__uncultured Acidothermaceae bacterium",1,1,0,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured Aciditerrimonas sp.,D_5__uncultured Aciditerrimonas sp.",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__mle1-27,__",1,1,1,1
"D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__cvE6,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__AAP99",1,1,1,1
"D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Vermiphilaceae,D_5__uncultured soil bacterium",1,1,1,1
"D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__LD29",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__A21b,Ambiguous_taxa",1,1,0,1
"D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__bacterium enrichment culture clone auto10_4W",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Caenimonas",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Rhizorhapis",1,1,1,1
"D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__Candidatus Nomurabacteria,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Legionellales,D_4__Legionellaceae,D_5__Legionella",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__KD3-93,Ambiguous_taxa",0,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__AKYH767,Ambiguous_taxa",0,1,0,1
"D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Planococcaceae,D_5__Sporosarcina",0,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__metagenome,D_5__metagenome",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CCD24,D_4__metagenome,D_5__metagenome",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__mle1-27,D_5__uncultured delta proteobacterium",0,1,1,1
"D_0__Bacteria,D_1__Patescibacteria,D_2__Saccharimonadia,D_3__Saccharimonadales,D_4__bacterium LWQ8,D_5__bacterium LWQ8",1,1,1,1
"D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__Roseimicrobium",1,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,__,__,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,__,__",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured Nitrosomonadaceae bacterium",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__uncultured,D_5__uncultured Bacteroidetes bacterium",0,1,0,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__Acidobacteriaceae (Subgroup 1),D_5__Terracidiphilus",0,0,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured actinobacterium",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__NS9 marine group,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Altererythrobacter",1,1,1,1
"D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta 2",1,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Fibrobacteres,D_2__Fibrobacteria,D_3__Fibrobacterales,D_4__Fibrobacteraceae,D_5__uncultured",1,1,0,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__BD7-11,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,__,__",0,0,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sneathiellales,D_4__Sneathiellaceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__unidentified,D_4__unidentified,D_5__unidentified",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured proteobacterium",0,1,0,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Kineosporiales,D_4__Kineosporiaceae,D_5__Angustibacter",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Coxiellales,D_4__Coxiellaceae,D_5__Coxiella",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Polyangiaceae,D_5__Minicystis",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__KD3-10,D_5__uncultured bacterium",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,__,__,__",0,1,0,1
"D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Puniceicoccaceae,__",0,0,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,__",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS 17,D_5__uncultured Sphingobacteriia bacterium",0,1,0,1
"D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Vermiphilaceae,D_5__uncultured organism",0,0,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Blfdi19,D_5__uncultured bacterium",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,__,__",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Neisseriaceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Undibacterium",1,1,1,1
"D_0__Bacteria,D_1__Elusimicrobia,D_2__Elusimicrobia,D_3__Lineage IV,D_4__uncultured Termite group 1 bacterium,D_5__uncultured Termite group 1 bacterium",0,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__KD3-93,D_5__metagenome",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__metagenome",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__Candidatus Paracaedibacter",1,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__1921-2",0,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__uncultured Antarctic bacterium LB3-13,D_4__uncultured Antarctic bacterium LB3-13,D_5__uncultured Antarctic bacterium LB3-13",0,1,0,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Collimonas",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 5,D_3__uncultured Holophaga sp.,D_4__uncultured Holophaga sp.,D_5__uncultured Holophaga sp.",0,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,__",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__uncultured,Ambiguous_taxa",1,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,__,__,__",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Cellulomonadaceae,D_5__Cellulomonas",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__37-13,__",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Sporichthyaceae,D_5__Sporichthya",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Flavitalea",1,1,1,1
"D_0__Bacteria,D_1__FCPU426,__,__,__,__",1,1,0,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__OM190,D_3__uncultured soil bacterium,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Nordella",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__Acidobacteriaceae (Subgroup 1),D_5__uncultured bacterium",0,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__uncultured Anaeromyxobacter sp.,D_4__uncultured Anaeromyxobacter sp.,D_5__uncultured Anaeromyxobacter sp.",1,1,0,1
"D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__S-BQ2-57 soil group,D_4__uncultured Verrucomicrobia bacterium,D_5__uncultured Verrucomicrobia bacterium",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,D_3__metagenome,D_4__metagenome,D_5__metagenome",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Duganella",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__uncultured gamma proteobacterium",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium",1,1,1,1
"D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,__,__",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__Tepidisphaeraceae,D_5__uncultured bacterium",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Longimycelium",0,1,1,1
"D_0__Bacteria,D_1__Armatimonadetes,D_2__Chthonomonadetes,D_3__Chthonomonadales,D_4__Chthonomonadaceae,D_5__Chthonomonas",1,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Sandaracinaceae,D_5__Sandaracinus",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured Rubrobacteria bacterium",0,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__Planctomycetales bacterium Ellin7244",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 17,__,__,__",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__Rhodobacter",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS 17,Ambiguous_taxa",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__KF-JG30-B3,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured soil bacterium,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Blfdi19,__",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__KD3-93,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__OPB56,D_4__uncultured bacterium #0319-6E22,D_5__uncultured bacterium #0319-6E22",0,1,0,1
"D_0__Bacteria,D_1__Gemmatimonadetes,D_2__S0134 terrestrial group,__,__,__",0,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured Conexibacter sp.",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__SM2D12,Ambiguous_taxa",1,1,1,1
"D_0__Bacteria,D_1__Cyanobacteria,D_2__Melainabacteria,D_3__Obscuribacterales,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Polyangiaceae,D_5__uncultured",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__Stenotrophobacter",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__uncultured bacterium",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__uncultured",0,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Amycolatopsis",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,Ambiguous_taxa",0,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__uncultured Bellilinea sp.,D_4__uncultured Bellilinea sp.,D_5__uncultured Bellilinea sp.",0,1,0,1
"D_0__Bacteria,D_1__BRC1,D_2__uncultured bacterium,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,__,__,__",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__RCP2-54,__,__",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Blfdi19,D_5__metagenome",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__OPB56,__,__",1,1,0,1
"D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__Candidatus Nomurabacteria,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__uncultured Chloroflexi bacterium,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium",0,1,1,1
"D_0__Bacteria,D_1__Elusimicrobia,D_2__Lineage IIa,D_3__metagenome,D_4__metagenome,D_5__metagenome",1,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,D_3__metagenome,D_4__metagenome,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 17,D_3__metagenome,D_4__metagenome,D_5__metagenome",0,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured Caldilinea sp.,D_4__uncultured Caldilinea sp.,D_5__uncultured Caldilinea sp.",0,1,0,1
"D_0__Bacteria,D_1__Armatimonadetes,D_2__Armatimonadia,D_3__Armatimonadales,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium",1,0,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Taibaiella",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured actinobacterium,D_4__uncultured actinobacterium,D_5__uncultured actinobacterium",0,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus Peregrinibacteria,D_4__metagenome,D_5__metagenome",0,0,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__RCP2-54,D_4__uncultured delta proteobacterium,D_5__uncultured delta proteobacterium",0,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Niastella",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Microlunatus",1,1,0,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Elev-16S-1166",0,1,1,1
"D_0__Bacteria,D_1__Elusimicrobia,D_2__Elusimicrobia,D_3__MVP-88,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Subgroup 7,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__37-13,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,Ambiguous_taxa,Ambiguous_taxa",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__R7C24,__,__",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Krasilnikovia",0,0,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Noviherbaspirillum",1,1,1,1
"D_0__Bacteria,D_1__Patescibacteria,D_2__Saccharimonadia,D_3__Saccharimonadales,D_4__Saccharum hybrid cultivar,D_5__Saccharum hybrid cultivar",1,1,1,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__OM190,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa",0,0,0,1
"D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Gimesiaceae,D_5__uncultured",1,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__bacterium enrichment culture clone auto112_4W",1,0,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Piscinibacter",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Leptothrix",0,1,0,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Dyella",1,1,1,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,__,__",0,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,__,__",0,1,0,1
"D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Spirosomaceae,D_5__Emticicia",1,1,1,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured actinobacterium,D_5__uncultured actinobacterium",0,1,1,1
"D_0__Bacteria,D_1__Fibrobacteres,D_2__Fibrobacteria,D_3__Fibrobacterales,D_4__Fibrobacteraceae,D_5__possible genus 04",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,Ambiguous_taxa,Ambiguous_taxa",0,0,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__1959-1",1,1,1,1
"D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__Blastocatella",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__27F-1492R,D_5__uncultured bacterium",0,1,0,1
"D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__uncultured Actinomycetales bacterium,D_5__uncultured Actinomycetales bacterium",0,0,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__bacteriap25,D_5__uncultured soil bacterium",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium",1,1,0,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__B12-WMSP1,D_4__uncultured bacterium,D_5__uncultured bacterium",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,D_4__metagenome,D_5__metagenome",1,1,1,1
"D_0__Bacteria,D_1__Chloroflexi,D_2__AD3,__,__,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__Oligoflexaceae,D_5__Silvanigrella",1,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__KD3-10,__",0,1,1,1
"D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Tardiphaga",1,1,1,1
